[2026-06-06 19:40:38.264] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 5.92s 
[2026-06-06 19:40:38.322] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:40:38.416] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 6.07s 
[2026-06-06 19:40:41.359] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.67s 
[2026-06-06 19:40:41.407] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 19:40:41.456] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.77s 
[2026-06-06 19:40:44.506] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.78s 
[2026-06-06 19:40:44.556] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:40:44.609] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.88s 
[2026-06-06 19:40:47.734] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.84s 
[2026-06-06 19:40:47.785] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:40:47.836] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.94s 
[2026-06-06 19:40:50.903] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.78s 
[2026-06-06 19:40:50.959] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:40:51.010] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.89s 
[2026-06-06 19:40:53.851] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.56s 
[2026-06-06 19:40:53.910] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:40:53.980] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.68s 
[2026-06-06 19:40:57.115] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.85s 
[2026-06-06 19:40:57.178] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:40:57.230] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.97s 
[2026-06-06 19:41:00.048] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.54s 
[2026-06-06 19:41:00.096] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:41:00.156] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.64s 
[2026-06-06 19:41:03.221] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.79s 
[2026-06-06 19:41:03.271] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:41:03.333] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.91s 
[2026-06-06 19:41:06.113] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.50s 
[2026-06-06 19:41:06.163] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:41:06.236] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.62s 
[2026-06-06 19:41:09.298] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.79s 
[2026-06-06 19:41:09.364] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:09.415] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.91s 
[2026-06-06 19:41:12.506] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.81s 
[2026-06-06 19:41:12.545] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 19:41:12.593] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.90s 
[2026-06-06 19:41:15.779] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.91s 
[2026-06-06 19:41:15.843] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:15.896] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 3.02s 
[2026-06-06 19:41:19.054] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.87s 
[2026-06-06 19:41:19.144] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.09s 
[2026-06-06 19:41:19.218] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.04s 
[2026-06-06 19:41:22.267] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 228, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.77s 
[2026-06-06 19:41:22.342] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 228, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.07s 
[2026-06-06 19:41:22.433] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 228, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.94s 
[2026-06-06 19:41:25.664] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 228, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.96s 
[2026-06-06 19:41:25.720] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 228, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:41:25.777] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 228, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.07s 
[2026-06-06 19:41:28.555] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...пр-т, 85, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.50s 
[2026-06-06 19:41:28.614] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...пр-т, 85, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:28.684] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...пр-т, 85, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.63s 
[2026-06-06 19:41:31.406] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...пр-т, 85, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.45s 
[2026-06-06 19:41:31.451] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...пр-т, 85, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 19:41:31.526] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...пр-т, 85, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.57s 
[2026-06-06 19:41:34.568] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...е ш., 32, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.76s 
[2026-06-06 19:41:34.647] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...е ш., 32, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.07s 
[2026-06-06 19:41:34.744] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...е ш., 32, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.93s 
[2026-06-06 19:41:37.803] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...е ш., 32, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.78s 
[2026-06-06 19:41:37.862] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...е ш., 32, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:37.915] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...е ш., 32, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.89s 
[2026-06-06 19:41:40.934] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 41, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.73s 
[2026-06-06 19:41:40.975] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 41, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 19:41:41.040] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 41, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.84s 
[2026-06-06 19:41:44.052] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 41, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.73s 
[2026-06-06 19:41:44.111] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 41, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:44.189] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 41, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.86s 
[2026-06-06 19:41:47.095] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 15, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.62s 
[2026-06-06 19:41:47.160] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 15, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:47.311] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 15, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.83s 
[2026-06-06 19:41:50.523] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 15, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.91s 
[2026-06-06 19:41:50.588] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 15, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:41:50.641] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 15, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.03s 
[2026-06-06 19:41:53.832] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,.... Рузино, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.92s 
[2026-06-06 19:41:53.886] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,.... Рузино, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:41:53.937] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,.... Рузино, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 3.02s 
[2026-06-06 19:41:57.240] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,.... Рузино, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.02s 
[2026-06-06 19:41:57.347] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,.... Рузино, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.10s 
[2026-06-06 19:41:57.425] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,.... Рузино, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.20s 
[2026-06-06 19:42:00.209] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 58, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.50s 
[2026-06-06 19:42:00.259] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 58, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:42:00.337] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 58, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.63s 
[2026-06-06 19:42:03.822] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 58, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.19s 
[2026-06-06 19:42:03.888] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 58, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 19:42:03.962] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 58, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.34s 
[2026-06-06 19:42:06.866] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 45, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.59s 
[2026-06-06 19:42:06.914] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 45, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 19:42:06.967] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 45, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.71s 
[2026-06-06 19:42:10.214] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 45, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.97s 
[2026-06-06 19:42:10.269] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 45, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 19:42:10.329] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 45, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.08s 
[2026-06-06 19:42:13.576] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.97s 
[2026-06-06 19:42:13.625] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 19:42:13.672] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 3.07s 
[2026-06-06 19:42:17.288] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.34s 
[2026-06-06 19:42:17.411] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.11s 
[2026-06-06 19:42:17.546] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 3.60s 
[2026-06-06 23:45:18.374] [INIT].... → Crawl4AI 0.8.7 
[2026-06-06 23:45:22.287] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 3.86s 
[2026-06-06 23:45:22.343] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 23:45:22.395] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 3.97s 
[2026-06-06 23:45:25.502] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.83s 
[2026-06-06 23:45:25.546] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 23:45:25.597] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... б-р, 12, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.92s 
[2026-06-06 23:45:28.742] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.86s 
[2026-06-06 23:45:28.803] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 23:45:28.854] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.98s 
[2026-06-06 23:45:31.949] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.80s 
[2026-06-06 23:45:32.011] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 23:45:32.078] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.93s 
[2026-06-06 23:45:35.003] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.64s 
[2026-06-06 23:45:35.081] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.08s 
[2026-06-06 23:45:35.165] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.80s 
[2026-06-06 23:45:38.060] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.62s 
[2026-06-06 23:45:38.136] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.07s 
[2026-06-06 23:45:38.202] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,... ул., 23, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.76s 
[2026-06-06 23:45:41.186] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.70s 
[2026-06-06 23:45:41.255] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.07s 
[2026-06-06 23:45:41.317] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.84s 
[2026-06-06 23:45:44.134] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.54s 
[2026-06-06 23:45:44.194] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.06s 
[2026-06-06 23:45:44.262] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...Роща, 24, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.67s 
[2026-06-06 23:45:47.206] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.65s 
[2026-06-06 23:45:47.256] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 23:45:47.312] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.76s 
[2026-06-06 23:45:50.267] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.68s 
[2026-06-06 23:45:50.313] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 23:45:50.368] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...полье, 6, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.78s 
[2026-06-06 23:45:53.379] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.73s 
[2026-06-06 23:45:53.430] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 0.05s 
[2026-06-06 23:45:53.479] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 2.84s 
[2026-06-06 23:45:56.480] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.72s 
[2026-06-06 23:45:56.526] [SCRAPE].. ◆ https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 0.04s 
[2026-06-06 23:45:56.575] [COMPLETE] ● https://yandex.ru/maps/213/moscow/?ll=37.617700,...я ул., 4, Москва~55.661195,37.508398&rtt=mt&z=10  | ✓ | ⏱: 2.81s 
[2026-06-06 23:46:00.170] [FETCH]... ↓ https://yandex.ru/maps/213/moscow/?ll=37.617700,... ш., 280, Москва~55.764323,37.556119&rtt=mt&z=10  | ✓ | ⏱: 3.30s 
